id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,area
17795822,"Super Bowl Easy! 3 Bedroom, on the busline.",121597011,Heather,,Anoka,45.11881786,-93.28444006,Entire home/apt,200,3,1,2/5/2018,0.16,1,87,TwinCitiesMSA
17812274,"Great Home in the Heart of South Mpls - 3 BR, 2 BA",1369014,Dan,,Hennepin,44.93576811,-93.27022698,Entire home/apt,1000,2,1,2/5/2018,0.16,2,364,TwinCitiesMSA
17824350,Spacious Home Rental,121867944,Katy,,St. Croix,44.95093752,-92.68385779,Entire home/apt,1000,1,8,7/29/2018,0.77,1,0,TwinCitiesMSA
17829315,Beautiful Historical Condo,92158897,Steve,,Hennepin,44.96335699,-93.28233189,Entire home/apt,2500,3,0,,,1,0,TwinCitiesMSA
17829722,Updated Historic Minneapolis Home,7650786,Peter,,Hennepin,44.94748112,-93.26280581,Entire home/apt,270,4,7,7/9/2018,0.53,26,130,TwinCitiesMSA
17844016,Superbowl Mpls Condo. (1 mi from US Bank stadium).,119846427,David,,Hennepin,44.96322745,-93.27735996,Entire home/apt,650,2,0,,,1,365,TwinCitiesMSA
17846864,Modern 3rd floor apt in heart of Uptown with view.,120163119,Amanti,,Hennepin,44.95907324,-93.28255406,Entire home/apt,2500,1,0,,,1,0,TwinCitiesMSA
17857622,Sunny charming duplex in the heart of the city!,67048512,Pam & Jerry,,Hennepin,44.92522464,-93.28817115,Entire home/apt,99,3,48,7/30/2018,3.1,1,281,TwinCitiesMSA
17857877,Charming 4 BR Home! Superbowl! Great location!,15832148,Andrea,,Hennepin,44.89735508,-93.33913919,Entire home/apt,150,2,0,,,1,0,TwinCitiesMSA
17866776,Minnesota Nice,122297434,Kit & Brad,,Hennepin,44.93262849,-93.21129224,Entire home/apt,89,1,35,7/22/2018,2.82,1,160,TwinCitiesMSA
17875315,Cozy Private Room nestled between Grand and Selby,64405398,Jeannette,,Ramsey,44.94360228,-93.17804592,Private room,55,2,0,,,1,1,TwinCitiesMSA
17880739,Victory Memorial Gem for Super Bowl,99390955,Kelly,,Hennepin,45.03119246,-93.31993641,Entire home/apt,1285,7,0,,,1,180,TwinCitiesMSA
17881253,S&J#34B Open Plan! Edina Parks!*AUG11%OFF*,1207842,Scott & Jenna,,Hennepin,44.93301103,-93.38307583,Entire home/apt,159,2,5,7/6/2018,0.34,77,361,TwinCitiesMSA
17881868,S&J#56 4++BR3Ba Dock/Beach/Estate!*AUG 11% OFF*,1207842,Scott & Jenna,,Hennepin,44.96499835,-93.63056967,Entire home/apt,642,2,3,7/29/2018,1.88,77,353,TwinCitiesMSA
